,Depart,Heat,Heat_3d,Heat_7d,Cool_3d,CodeSum_1d,PrecipTotal_1d,PrecipTotal_7d,ResultSpeed_7d,PrecipBool_3d,PrecipBool_7d
298,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
299,1.0,0.0,0.0,0.0,6.0,19.0,0.05,0.0,12.2,0.0,0.0
300,-2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.7,1.0,0.0
301,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.1,0.0,0.0
302,5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.1,1.0,0.0
303,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.6,1.0,0.0
304,7.0,0.0,0.0,0.0,13.0,17.0,1.31,0.0,3.5,1.0,0.0
305,10.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0
306,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.9,1.0,0.0
307,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.58,10.7,1.0,1.0
308,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0
309,7.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,9.0,0.0,0.0
310,-2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0
311,12.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
312,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.6,1.0,0.0
313,1.0,0.0,0.0,0.0,6.0,19.0,0.05,0.0,12.2,0.0,0.0
314,4.0,0.0,0.0,0.0,13.0,45.0,0.41,0.06,3.0,1.0,1.0
315,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
316,-10.0,11.0,0.0,1.0,0.0,58.0,0.44,1.73,7.5,0.0,1.0
317,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
318,18.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.7,0.0,0.0
319,4.0,0.0,0.0,0.0,13.0,45.0,0.41,0.06,3.0,1.0,1.0
320,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
321,12.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
322,10.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0
323,-3.0,3.0,11.0,3.0,0.0,0.0,0.0,0.0,2.7,1.0,0.0
324,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.6,1.0,0.0
325,-6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0
326,9.0,0.0,0.0,0.0,11.0,0.0,0.01,0.0,5.5,1.0,0.0
327,2.0,0.0,0.0,0.0,6.0,16.0,0.01,0.0,4.2,0.0,0.0
328,-8.0,8.0,0.0,0.0,7.0,0.0,0.25,0.0,6.4,0.0,0.0
329,7.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,9.0,0.0,0.0
330,-3.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
331,4.0,0.0,0.0,0.0,13.0,45.0,0.41,0.06,3.0,1.0,1.0
332,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
333,-3.0,0.0,0.0,0.0,20.0,14.0,0.43,0.16,4.6,0.0,1.0
334,18.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.7,0.0,0.0
335,-5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,7.2,0.0,0.0
336,2.0,0.0,0.0,0.0,6.0,16.0,0.01,0.0,4.2,0.0,0.0
337,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.6,0.0,0.0
338,-7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.6,1.0,0.0
339,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.3,0.0,0.0
340,10.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,14.2,1.0,0.0
341,-4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.14,8.9,1.0,1.0
342,7.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,9.0,0.0,0.0
343,-10.0,1.0,0.0,0.0,3.0,0.0,0.32,0.08,4.4,0.0,1.0
344,-2.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,4.5,1.0,0.0
345,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.6,0.0,0.0
346,-3.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
347,-2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.7,1.0,0.0
348,-4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.2,0.0,0.0
349,-1.0,0.0,0.0,0.0,9.0,61.0,1.55,0.0,9.4,1.0,0.0
350,-4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.2,0.0,0.0
351,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
352,-6.0,5.0,4.0,0.0,0.0,16.0,0.15,0.3,11.7,0.0,1.0
353,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
354,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.55,9.1,0.0,1.0
355,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.3,0.0,0.0
356,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0
357,-6.0,10.0,3.0,13.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0
358,7.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,2.9,0.0,0.0
359,-6.0,3.0,4.0,3.0,0.0,31.0,0.01,0.0,5.8,1.0,0.0
360,-2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.7,1.0,0.0
361,18.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.7,0.0,0.0
362,10.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,14.2,1.0,0.0
363,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.36,4.4,0.0,1.0
364,-10.0,1.0,0.0,0.0,3.0,0.0,0.32,0.08,4.4,0.0,1.0
365,-1.0,0.0,0.0,5.0,7.0,2.0,0.0,0.06,9.5,1.0,1.0
366,14.0,0.0,7.0,0.0,0.0,0.0,0.55,0.0,7.0,0.0,0.0
367,-8.0,8.0,0.0,0.0,7.0,0.0,0.25,0.0,6.4,0.0,0.0
368,8.0,0.0,0.0,0.0,11.0,13.0,0.0,0.19,7.2,0.0,1.0
369,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.4,0.0,0.0
370,-5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,7.2,0.0,0.0
371,7.0,0.0,1.0,0.0,0.0,59.0,0.91,0.41,5.9,1.0,1.0
372,-2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0
373,4.0,0.0,0.0,0.0,13.0,45.0,0.41,0.06,3.0,1.0,1.0
374,7.0,0.0,0.0,0.0,18.0,0.0,0.78,3.97,7.2,0.0,1.0
375,18.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.7,0.0,0.0
376,-10.0,1.0,0.0,0.0,3.0,0.0,0.32,0.08,4.4,0.0,1.0
377,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
378,-10.0,1.0,0.0,0.0,3.0,0.0,0.32,0.08,4.4,0.0,1.0
379,12.0,0.0,15.0,4.0,0.0,0.0,0.0,0.25,11.7,0.0,1.0
380,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.01,11.4,1.0,1.0
381,-8.0,14.0,6.0,10.0,0.0,17.0,0.06,0.0,5.9,1.0,0.0
382,12.0,0.0,15.0,4.0,0.0,0.0,0.0,0.25,11.7,0.0,1.0
383,-4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.2,0.0,0.0
384,14.0,0.0,0.0,0.0,4.0,16.0,0.02,0.0,4.1,0.0,0.0
385,-6.0,5.0,4.0,0.0,0.0,16.0,0.15,0.3,11.7,0.0,1.0
386,-3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.5,1.0,0.0
387,7.0,0.0,0.0,0.0,14.0,42.0,0.18,0.01,10.6,1.0,1.0
388,-6.0,5.0,4.0,0.0,0.0,16.0,0.15,0.3,11.7,0.0,1.0
389,-6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0
390,-3.0,0.0,0.0,0.0,20.0,14.0,0.43,0.16,4.6,0.0,1.0
391,12.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
392,7.0,0.0,0.0,0.0,13.0,17.0,1.31,0.0,3.5,1.0,0.0
393,-4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.2,0.0,0.0
394,5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.1,1.0,0.0
395,8.0,2.0,0.0,0.0,13.0,0.0,0.0,0.09,10.8,0.0,1.0
396,11.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.6,0.0,0.0
397,-9.0,9.0,0.0,0.0,8.0,59.0,0.39,0.0,5.8,1.0,0.0
398,4.0,0.0,0.0,0.0,13.0,45.0,0.41,0.06,3.0,1.0,1.0
399,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,5.1,1.0,0.0
400,3.0,0.0,0.0,0.0,9.0,46.0,0.19,0.0,8.6,0.0,0.0
401,14.0,0.0,7.0,0.0,0.0,0.0,0.55,0.0,7.0,0.0,0.0
402,-6.0,10.0,3.0,13.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0
403,5.0,0.0,0.0,0.0,12.0,59.0,0.7,1.55,1.7,0.0,1.0
404,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.55,9.1,0.0,1.0
405,7.0,0.0,0.0,0.0,13.0,17.0,1.31,0.0,3.5,1.0,0.0
406,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
407,-1.0,0.0,0.0,0.0,8.0,59.0,0.23,0.05,2.5,0.0,1.0
408,4.0,0.0,0.0,0.0,13.0,45.0,0.41,0.06,3.0,1.0,1.0
409,5.0,0.0,0.0,0.0,12.0,59.0,0.7,1.55,1.7,0.0,1.0
410,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.6,1.0,0.0
411,2.0,0.0,0.0,0.0,6.0,16.0,0.01,0.0,4.2,0.0,0.0
412,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
413,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.9,1.0,0.0
414,4.0,0.0,0.0,0.0,13.0,47.0,2.35,0.0,5.9,1.0,0.0
415,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
416,3.0,0.0,0.0,0.0,6.0,22.0,0.11,0.0,8.8,0.0,0.0
417,11.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,9.1,0.0,0.0
418,7.0,0.0,1.0,0.0,0.0,59.0,0.91,0.41,5.9,1.0,1.0
419,11.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,9.1,0.0,0.0
420,-2.0,0.0,0.0,0.0,2.0,24.0,0.5,0.0,4.1,0.0,0.0
421,-7.0,5.0,0.0,0.0,21.0,59.0,0.93,0.01,10.8,0.0,1.0
422,-2.0,0.0,0.0,1.0,4.0,36.0,0.0,0.0,10.6,1.0,0.0
423,10.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,14.2,1.0,0.0
424,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0
425,-5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,7.2,0.0,0.0
426,7.0,0.0,0.0,0.0,18.0,0.0,0.78,3.97,7.2,0.0,1.0
427,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
428,-2.0,0.0,0.0,0.0,2.0,24.0,0.5,0.0,4.1,0.0,0.0
429,3.0,0.0,0.0,0.0,6.0,22.0,0.11,0.0,8.8,0.0,0.0
430,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
431,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
432,9.0,0.0,0.0,0.0,0.0,3.0,0.48,0.23,3.4,1.0,1.0
433,7.0,0.0,1.0,0.0,0.0,59.0,0.91,0.41,5.9,1.0,1.0
434,-1.0,0.0,0.0,0.0,8.0,59.0,0.23,0.05,2.5,0.0,1.0
435,-3.0,0.0,0.0,0.0,20.0,14.0,0.43,0.16,4.6,0.0,1.0
436,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.48,3.8,1.0,1.0
437,-5.0,7.0,4.0,0.0,0.0,7.0,0.02,0.0,7.8,1.0,0.0
438,7.0,0.0,0.0,0.0,14.0,42.0,0.18,0.01,10.6,1.0,1.0
439,-6.0,3.0,4.0,3.0,0.0,31.0,0.01,0.0,5.8,1.0,0.0
440,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
441,7.0,0.0,0.0,0.0,14.0,42.0,0.18,0.01,10.6,1.0,1.0
442,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0
443,-7.0,1.0,0.0,0.0,13.0,17.0,0.01,0.0,5.8,1.0,0.0
444,18.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.7,0.0,0.0
445,-5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,7.2,0.0,0.0
446,-4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.2,0.0,0.0
447,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.4,0.0,0.0
448,-5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,7.2,0.0,0.0
449,12.0,0.0,15.0,4.0,0.0,0.0,0.0,0.25,11.7,0.0,1.0
450,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.84,8.3,0.0,1.0
451,6.0,0.0,0.0,0.0,13.0,59.0,1.48,0.0,5.1,1.0,0.0
452,7.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,5.8,0.0,0.0
453,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.48,3.8,1.0,1.0
454,-7.0,5.0,0.0,0.0,21.0,59.0,0.93,0.01,10.8,0.0,1.0
455,7.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,2.9,0.0,0.0
456,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.4,0.0,0.0
457,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
458,-7.0,5.0,0.0,0.0,21.0,59.0,0.93,0.01,10.8,0.0,1.0
459,5.0,0.0,0.0,0.0,12.0,59.0,0.7,1.55,1.7,0.0,1.0
460,-1.0,0.0,0.0,5.0,7.0,2.0,0.0,0.06,9.5,1.0,1.0
461,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,5.1,1.0,0.0
462,7.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,5.8,0.0,0.0
463,4.0,0.0,0.0,0.0,13.0,45.0,0.41,0.06,3.0,1.0,1.0
464,3.0,0.0,0.0,0.0,9.0,46.0,0.19,0.0,8.6,0.0,0.0
465,7.0,0.0,0.0,0.0,14.0,42.0,0.18,0.01,10.6,1.0,1.0
466,-2.0,0.0,0.0,1.0,4.0,36.0,0.0,0.0,10.6,1.0,0.0
467,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
468,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0
469,-7.0,1.0,0.0,0.0,13.0,17.0,0.01,0.0,5.8,1.0,0.0
470,-7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.6,1.0,0.0
471,-10.0,11.0,0.0,1.0,0.0,58.0,0.44,1.73,7.5,0.0,1.0
472,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
473,7.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,5.8,0.0,0.0
474,7.0,0.0,0.0,0.0,14.0,42.0,0.18,0.01,10.6,1.0,1.0
475,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.6,1.0,0.0
476,-2.0,0.0,0.0,0.0,2.0,24.0,0.5,0.0,4.1,0.0,0.0
477,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,5.1,1.0,0.0
478,-2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.7,1.0,0.0
479,-10.0,11.0,0.0,1.0,0.0,58.0,0.44,1.73,7.5,0.0,1.0
480,5.0,0.0,0.0,0.0,16.0,59.0,0.06,0.0,5.5,1.0,0.0
481,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.6,1.0,0.0
482,7.0,0.0,1.0,0.0,0.0,59.0,0.91,0.41,5.9,1.0,1.0
483,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0
484,-2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.7,1.0,0.0
485,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
486,-10.0,1.0,0.0,0.0,3.0,0.0,0.32,0.08,4.4,0.0,1.0
487,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,5.1,1.0,0.0
488,-6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0
489,-7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.6,1.0,0.0
490,11.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.6,0.0,0.0
491,9.0,0.0,0.0,0.0,11.0,0.0,0.01,0.0,5.5,1.0,0.0
492,-2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.7,1.0,0.0
493,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
494,7.0,0.0,0.0,0.0,14.0,42.0,0.18,0.01,10.6,1.0,1.0
495,-1.0,0.0,0.0,0.0,8.0,59.0,0.23,0.05,2.5,0.0,1.0
496,5.0,0.0,0.0,0.0,12.0,59.0,0.7,1.55,1.7,0.0,1.0
497,3.0,0.0,0.0,0.0,19.0,0.0,0.0,0.7,4.3,1.0,1.0
498,-1.0,0.0,0.0,0.0,9.0,61.0,1.55,0.0,9.4,1.0,0.0
499,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,5.1,1.0,0.0
500,-4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.2,0.0,0.0
501,-12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,8.2,0.0,1.0
502,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.1,0.0,0.0
503,3.0,0.0,0.0,0.0,6.0,22.0,0.11,0.0,8.8,0.0,0.0
504,10.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,14.2,1.0,0.0
505,2.0,0.0,0.0,0.0,6.0,16.0,0.01,0.0,4.2,0.0,0.0
506,-6.0,1.0,0.0,0.0,2.0,17.0,0.93,0.07,12.1,0.0,1.0
507,-7.0,1.0,0.0,0.0,13.0,17.0,0.01,0.0,5.8,1.0,0.0
508,-8.0,2.0,0.0,0.0,16.0,0.0,0.0,0.01,7.8,1.0,1.0
509,-6.0,3.0,4.0,3.0,0.0,31.0,0.01,0.0,5.8,1.0,0.0
510,10.0,0.0,1.0,3.0,0.0,0.0,0.0,0.14,4.9,1.0,1.0
511,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
512,-2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0
513,-1.0,0.0,0.0,0.0,8.0,59.0,0.23,0.05,2.5,0.0,1.0
514,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.48,3.8,1.0,1.0
515,-3.0,0.0,0.0,0.0,20.0,14.0,0.43,0.16,4.6,0.0,1.0
516,2.0,0.0,0.0,5.0,0.0,17.0,0.04,0.52,6.4,0.0,1.0
517,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
518,11.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,9.1,0.0,0.0
519,14.0,0.0,0.0,0.0,4.0,16.0,0.02,0.0,4.1,0.0,0.0
520,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0
521,5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.1,1.0,0.0
522,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
523,10.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0
524,-2.0,0.0,0.0,1.0,4.0,36.0,0.0,0.0,10.6,1.0,0.0
525,7.0,0.0,0.0,0.0,14.0,42.0,0.18,0.01,10.6,1.0,1.0
526,-3.0,3.0,11.0,3.0,0.0,0.0,0.0,0.0,2.7,1.0,0.0
527,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0
528,10.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0
529,4.0,0.0,0.0,0.0,13.0,45.0,0.41,0.06,3.0,1.0,1.0
530,8.0,0.0,0.0,0.0,11.0,13.0,0.0,0.19,7.2,0.0,1.0
531,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.55,9.1,0.0,1.0
532,-4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.14,8.9,1.0,1.0
533,-1.0,0.0,0.0,5.0,7.0,2.0,0.0,0.06,9.5,1.0,1.0
534,10.0,0.0,1.0,3.0,0.0,0.0,0.0,0.14,4.9,1.0,1.0
535,-3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.5,1.0,0.0
536,3.0,0.0,0.0,0.0,6.0,22.0,0.11,0.0,8.8,0.0,0.0
537,-3.0,3.0,11.0,3.0,0.0,0.0,0.0,0.0,2.7,1.0,0.0
538,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.2,0.0,0.0
539,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.3,0.0,0.0
540,-9.0,9.0,0.0,0.0,8.0,59.0,0.39,0.0,5.8,1.0,0.0
541,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.23,1.5,0.0,1.0
542,7.0,0.0,1.0,0.0,0.0,59.0,0.91,0.41,5.9,1.0,1.0
543,4.0,0.0,0.0,0.0,13.0,45.0,0.41,0.06,3.0,1.0,1.0
544,4.0,0.0,0.0,0.0,13.0,47.0,2.35,0.0,5.9,1.0,0.0
545,7.0,0.0,1.0,0.0,0.0,59.0,0.91,0.41,5.9,1.0,1.0
546,-1.0,0.0,0.0,0.0,8.0,59.0,0.23,0.05,2.5,0.0,1.0
547,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.3,1.0,0.0
548,-6.0,3.0,4.0,3.0,0.0,31.0,0.01,0.0,5.8,1.0,0.0
549,11.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.6,0.0,0.0
550,-2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.7,1.0,0.0
551,3.0,0.0,0.0,0.0,6.0,22.0,0.11,0.0,8.8,0.0,0.0
552,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.55,9.1,0.0,1.0
553,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.55,9.1,0.0,1.0
554,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.55,9.1,0.0,1.0
555,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.55,9.1,0.0,1.0
556,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.55,9.1,0.0,1.0
557,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
558,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
559,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
560,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
561,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
562,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
563,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
564,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
565,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
566,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
567,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
568,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
569,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
570,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
571,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
572,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
573,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
574,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.8,0.0,0.0
575,8.0,0.0,0.0,0.0,11.0,13.0,0.0,0.19,7.2,0.0,1.0
576,8.0,0.0,0.0,0.0,11.0,13.0,0.0,0.19,7.2,0.0,1.0
577,8.0,0.0,0.0,0.0,11.0,13.0,0.0,0.19,7.2,0.0,1.0
578,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
579,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
580,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
581,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
582,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
583,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
584,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
585,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
586,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
587,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
588,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
589,9.0,0.0,0.0,0.0,8.0,60.0,0.26,0.0,3.3,1.0,0.0
590,7.0,0.0,0.0,0.0,13.0,17.0,1.31,0.0,3.5,1.0,0.0
591,7.0,0.0,0.0,0.0,13.0,17.0,1.31,0.0,3.5,1.0,0.0
592,7.0,0.0,0.0,0.0,13.0,17.0,1.31,0.0,3.5,1.0,0.0
593,7.0,0.0,0.0,0.0,13.0,17.0,1.31,0.0,3.5,1.0,0.0
594,7.0,0.0,0.0,0.0,13.0,17.0,1.31,0.0,3.5,1.0,0.0
595,7.0,0.0,0.0,0.0,13.0,17.0,1.31,0.0,3.5,1.0,0.0
596,7.0,0.0,0.0,0.0,13.0,17.0,1.31,0.0,3.5,1.0,0.0
597,5.0,0.0,0.0,0.0,16.0,59.0,0.06,0.0,5.5,1.0,0.0
