Date,Block,AddressAccuracy,Species_CULEX PIPIENS,Species_CULEX RESTUANS,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2007-08-28,11,5,0,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,0,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,0,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,0,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,0,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,0,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,0,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,1,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,1,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,1,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,1,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,1,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,1,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,1,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,1,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,1,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,11,5,0,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,40,8,0,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-08-28,40,8,1,0,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,0.0,29.28,29.99,9.0,20,9.5
2007-09-04,41,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,41,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,62,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,62,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,79,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,15,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,15,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,11,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,22,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,22,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,53,5,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,53,5,0,1,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,53,5,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,53,5,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,65,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,75,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,75,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,15,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,91,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,91,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,91,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,91,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,36,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,36,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,72,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,38,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,49,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,49,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,58,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,58,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,50,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,50,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,14,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,14,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,42,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,42,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,15,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,18,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,37,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,45,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,46,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,60,8,0,1,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,70,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,70,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,61,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,61,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,27,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,68,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,68,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,11,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,25,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,18,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,18,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,61,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,61,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,12,8,0,1,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,12,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,10,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,10,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,10,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,33,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,33,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,60,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,60,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,33,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,33,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,49,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,42,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,17,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,17,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,22,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,22,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,22,8,0,1,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,22,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,22,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,35,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,35,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,52,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,52,9,0,1,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,52,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,52,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,67,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,67,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,73,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,73,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,22,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,22,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,52,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,61,8,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,37,9,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,37,9,1,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-04,58,8,0,0,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,0.0,29.28,30.0,2.8,22,4.3
2007-09-05,22,8,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,22,8,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,22,8,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,11,8,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,11,8,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,17,9,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,22,8,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,22,8,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,10,5,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,10,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,11,9,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,42,8,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,42,8,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,35,9,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,35,9,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,93,8,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,10,8,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,10,8,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,10,9,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,10,9,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,96,9,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,20,8,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,11,8,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,61,8,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,10,8,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,10,8,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,39,9,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,47,8,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,64,8,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,64,8,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,71,9,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,71,9,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,71,9,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,77,9,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,40,9,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,50,8,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,79,9,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,52,8,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,52,8,0,1,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,52,8,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,63,9,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,63,9,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,12,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,10,5,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,10,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,81,5,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,81,5,1,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,80,9,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
2007-09-05,82,5,0,0,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,0.0,29.24,29.96,6.4,19,6.5
