,0,1,2,3,4,5,6,7,8,9
332,0.0,13.0,2.0,21.0,1.0,1.0,0.0,0.0,0.0,5.62
333,0.0,12.0,33.0,51.0,1.0,1.0,0.0,0.0,0.0,5.5
334,0.0,12.0,14.0,32.0,1.0,1.0,1.0,0.0,0.0,4.85
335,0.0,12.0,22.0,40.0,0.0,0.0,0.0,0.0,0.0,6.75
336,0.0,12.0,20.0,38.0,1.0,1.0,0.0,0.0,0.0,4.25
337,0.0,12.0,15.0,33.0,1.0,1.0,0.0,0.0,0.0,5.75
338,0.0,12.0,35.0,53.0,0.0,1.0,0.0,0.0,0.0,3.5
339,0.0,12.0,7.0,25.0,1.0,1.0,0.0,0.0,0.0,3.35
340,0.0,12.0,45.0,63.0,1.0,0.0,0.0,1.0,0.0,10.62
341,0.0,12.0,9.0,27.0,1.0,0.0,0.0,0.0,0.0,8.0
342,0.0,12.0,2.0,20.0,1.0,1.0,1.0,0.0,0.0,4.75
343,0.0,17.0,3.0,26.0,0.0,0.0,1.0,0.0,0.0,8.5
344,1.0,14.0,19.0,39.0,1.0,1.0,0.0,0.0,0.0,8.85
345,0.0,12.0,14.0,32.0,1.0,1.0,1.0,0.0,0.0,8.0
346,0.0,4.0,54.0,64.0,0.0,1.0,0.0,0.0,0.0,6.0
347,0.0,14.0,17.0,37.0,0.0,1.0,0.0,0.0,0.0,7.14
348,0.0,8.0,29.0,43.0,1.0,1.0,0.0,0.0,0.0,3.4
349,0.0,15.0,26.0,47.0,1.0,0.0,1.0,0.0,0.0,6.0
350,0.0,2.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,3.75
351,0.0,8.0,29.0,43.0,1.0,0.0,0.0,0.0,0.0,8.89
352,0.0,11.0,20.0,37.0,1.0,1.0,0.0,0.0,0.0,4.35
353,0.0,10.0,38.0,54.0,1.0,1.0,1.0,0.0,0.0,13.1
354,0.0,8.0,37.0,51.0,1.0,1.0,1.0,0.0,0.0,4.35
355,0.0,9.0,48.0,63.0,0.0,0.0,0.0,0.0,0.0,3.5
356,0.0,12.0,16.0,34.0,1.0,0.0,0.0,0.0,0.0,3.8
357,0.0,8.0,38.0,52.0,1.0,1.0,0.0,0.0,0.0,5.26
358,0.0,14.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,3.35
359,1.0,12.0,14.0,32.0,0.0,0.0,0.0,0.0,0.0,16.26
360,0.0,12.0,2.0,20.0,1.0,1.0,0.0,0.0,0.0,4.25
361,0.0,16.0,21.0,43.0,0.0,1.0,0.0,0.0,0.0,4.5
362,0.0,13.0,15.0,34.0,1.0,1.0,0.0,0.0,0.0,8.0
363,0.0,16.0,20.0,42.0,1.0,0.0,0.0,0.0,0.0,4.0
364,0.0,14.0,12.0,32.0,1.0,1.0,0.0,0.0,0.0,7.96
365,0.0,12.0,7.0,25.0,0.0,0.0,1.0,0.0,0.0,4.0
366,0.0,11.0,4.0,21.0,0.0,1.0,0.0,0.0,0.0,4.15
367,0.0,13.0,9.0,28.0,0.0,1.0,1.0,0.0,0.0,5.95
368,0.0,12.0,43.0,61.0,1.0,1.0,1.0,0.0,0.0,3.6
369,0.0,10.0,19.0,35.0,0.0,0.0,1.0,0.0,0.0,8.75
370,0.0,8.0,49.0,63.0,1.0,0.0,0.0,0.0,0.0,3.4
371,0.0,12.0,38.0,56.0,1.0,1.0,0.0,0.0,0.0,4.28
372,0.0,12.0,13.0,31.0,1.0,1.0,0.0,0.0,0.0,5.35
373,0.0,12.0,14.0,32.0,1.0,1.0,0.0,0.0,0.0,5.0
374,0.0,12.0,20.0,38.0,0.0,0.0,0.0,0.0,0.0,7.65
375,0.0,12.0,7.0,25.0,1.0,0.0,0.0,0.0,0.0,6.94
376,1.0,12.0,9.0,27.0,1.0,1.0,0.0,1.0,0.0,7.5
377,0.0,12.0,6.0,24.0,1.0,0.0,0.0,0.0,0.0,3.6
378,0.0,12.0,5.0,23.0,1.0,1.0,1.0,0.0,0.0,1.75
379,0.0,13.0,1.0,20.0,1.0,0.0,1.0,0.0,0.0,3.45
380,1.0,14.0,22.0,42.0,0.0,1.0,0.0,0.0,0.0,9.63
381,0.0,12.0,24.0,42.0,1.0,1.0,0.0,0.0,0.0,8.49
382,1.0,12.0,15.0,33.0,1.0,0.0,0.0,0.0,0.0,8.99
383,0.0,11.0,8.0,25.0,1.0,1.0,1.0,0.0,0.0,3.65
384,0.0,11.0,17.0,34.0,1.0,1.0,1.0,0.0,0.0,3.5
385,0.0,12.0,2.0,20.0,0.0,0.0,1.0,0.0,0.0,3.43
386,0.0,12.0,20.0,38.0,0.0,1.0,1.0,0.0,0.0,5.5
387,1.0,12.0,26.0,44.0,0.0,1.0,0.0,0.0,0.0,6.93
388,0.0,10.0,37.0,53.0,1.0,1.0,1.0,0.0,0.0,3.51
389,0.0,12.0,41.0,59.0,1.0,0.0,0.0,0.0,0.0,3.75
390,0.0,12.0,27.0,45.0,1.0,1.0,0.0,0.0,0.0,4.17
391,1.0,12.0,5.0,23.0,1.0,1.0,0.0,0.0,0.0,9.57
392,0.0,14.0,16.0,36.0,0.0,1.0,0.0,0.0,0.0,14.67
393,0.0,14.0,19.0,39.0,1.0,1.0,0.0,0.0,0.0,12.5
394,0.0,12.0,10.0,28.0,0.0,1.0,0.0,0.0,0.0,5.5
395,1.0,13.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,5.15
396,1.0,12.0,43.0,61.0,1.0,1.0,0.0,0.0,0.0,8.0
397,0.0,13.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,5.83
398,0.0,12.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,3.35
399,0.0,12.0,26.0,44.0,1.0,1.0,1.0,0.0,0.0,7.0
400,1.0,10.0,25.0,41.0,1.0,1.0,0.0,0.0,0.0,10.0
401,0.0,12.0,15.0,33.0,1.0,1.0,0.0,0.0,0.0,8.0
402,0.0,14.0,10.0,30.0,1.0,0.0,1.0,0.0,0.0,6.88
403,1.0,11.0,45.0,62.0,1.0,0.0,0.0,0.0,0.0,5.55
404,0.0,11.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,7.5
405,1.0,8.0,47.0,61.0,0.0,1.0,0.0,0.0,0.0,8.93
406,0.0,16.0,6.0,28.0,1.0,1.0,0.0,0.0,0.0,9.0
407,0.0,10.0,33.0,49.0,1.0,0.0,1.0,0.0,0.0,3.5
408,0.0,16.0,3.0,25.0,0.0,0.0,0.0,1.0,0.0,5.77
409,1.0,14.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,25.0
410,1.0,14.0,34.0,54.0,0.0,1.0,0.0,0.0,0.0,6.85
411,0.0,11.0,39.0,56.0,0.0,1.0,1.0,0.0,0.0,6.5
412,0.0,12.0,17.0,35.0,1.0,1.0,1.0,0.0,0.0,3.75
413,1.0,9.0,47.0,62.0,0.0,1.0,0.0,0.0,0.0,3.5
414,0.0,11.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,4.5
415,0.0,13.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,2.01
416,0.0,14.0,24.0,44.0,1.0,0.0,0.0,0.0,0.0,4.17
417,1.0,12.0,25.0,43.0,0.0,1.0,0.0,0.0,0.0,13.0
418,0.0,14.0,6.0,26.0,1.0,0.0,0.0,0.0,0.0,3.98
419,0.0,12.0,10.0,28.0,1.0,0.0,0.0,0.0,0.0,7.5
420,0.0,12.0,33.0,51.0,1.0,1.0,0.0,0.0,0.0,13.12
421,0.0,12.0,12.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0
422,0.0,12.0,9.0,27.0,1.0,1.0,1.0,0.0,0.0,3.95
423,1.0,11.0,18.0,35.0,0.0,1.0,1.0,0.0,0.0,13.0
424,0.0,12.0,10.0,28.0,0.0,1.0,0.0,0.0,0.0,9.0
425,0.0,8.0,45.0,59.0,1.0,0.0,1.0,0.0,0.0,4.55
426,1.0,9.0,46.0,61.0,1.0,1.0,0.0,0.0,0.0,9.5
427,0.0,7.0,14.0,27.0,0.0,1.0,1.0,0.0,0.0,4.5
428,0.0,11.0,36.0,53.0,1.0,0.0,0.0,0.0,0.0,8.75
429,1.0,13.0,34.0,53.0,0.0,1.0,0.0,0.0,1.0,10.0
430,0.0,18.0,15.0,39.0,0.0,1.0,0.0,0.0,0.0,18.0
431,0.0,17.0,31.0,54.0,0.0,1.0,0.0,1.0,0.0,24.98
432,0.0,16.0,6.0,28.0,1.0,0.0,0.0,1.0,0.0,12.05
433,0.0,14.0,15.0,35.0,0.0,1.0,1.0,0.0,0.0,22.0
434,0.0,12.0,30.0,48.0,0.0,1.0,0.0,0.0,0.0,8.75
435,0.0,18.0,8.0,32.0,0.0,1.0,0.0,0.0,0.0,22.2
436,0.0,18.0,5.0,29.0,0.0,1.0,0.0,1.0,0.0,17.25
437,1.0,17.0,3.0,26.0,1.0,0.0,0.0,0.0,0.0,6.0
438,0.0,13.0,17.0,36.0,0.0,1.0,1.0,0.0,0.0,8.06
439,1.0,16.0,5.0,27.0,0.0,1.0,0.0,1.0,0.0,9.24
440,0.0,14.0,10.0,30.0,1.0,1.0,0.0,0.0,0.0,12.0
441,0.0,15.0,33.0,54.0,1.0,0.0,0.0,0.0,0.0,10.61
442,0.0,18.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,5.71
443,0.0,16.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,10.0
444,0.0,16.0,13.0,35.0,0.0,1.0,1.0,0.0,0.0,17.5
445,0.0,18.0,12.0,36.0,0.0,1.0,0.0,0.0,0.0,15.0
446,0.0,16.0,6.0,28.0,1.0,1.0,0.0,0.0,0.0,7.78
447,0.0,17.0,7.0,30.0,0.0,1.0,0.0,0.0,0.0,7.8
448,1.0,16.0,14.0,36.0,0.0,1.0,1.0,0.0,0.0,10.0
449,0.0,17.0,5.0,28.0,1.0,0.0,0.0,0.0,0.0,24.98
450,0.0,15.0,10.0,31.0,1.0,1.0,1.0,0.0,0.0,10.28
451,0.0,18.0,11.0,35.0,1.0,1.0,0.0,0.0,0.0,15.0
452,0.0,17.0,24.0,47.0,1.0,1.0,0.0,0.0,0.0,12.0
453,0.0,16.0,9.0,31.0,0.0,0.0,0.0,1.0,0.0,10.58
454,0.0,18.0,12.0,36.0,0.0,1.0,1.0,0.0,0.0,5.85
455,0.0,18.0,19.0,43.0,0.0,1.0,0.0,0.0,0.0,11.22
456,0.0,14.0,14.0,34.0,1.0,1.0,0.0,0.0,0.0,8.56
457,0.0,16.0,17.0,39.0,1.0,0.0,0.0,1.0,0.0,13.89
458,0.0,18.0,7.0,31.0,0.0,0.0,1.0,0.0,0.0,5.71
459,0.0,18.0,7.0,31.0,0.0,1.0,0.0,0.0,0.0,15.79
460,0.0,16.0,22.0,44.0,1.0,1.0,0.0,0.0,0.0,7.5
461,0.0,12.0,28.0,46.0,1.0,1.0,0.0,0.0,0.0,11.25
462,0.0,16.0,16.0,38.0,1.0,0.0,0.0,0.0,0.0,6.15
463,0.0,16.0,16.0,38.0,0.0,0.0,1.0,0.0,0.0,13.45
464,0.0,16.0,7.0,29.0,1.0,1.0,0.0,0.0,0.0,6.25
465,0.0,12.0,11.0,29.0,1.0,0.0,0.0,0.0,0.0,6.5
466,0.0,12.0,11.0,29.0,1.0,1.0,0.0,0.0,0.0,12.0
467,0.0,12.0,16.0,34.0,1.0,0.0,0.0,0.0,0.0,8.5
468,1.0,18.0,33.0,57.0,0.0,0.0,0.0,0.0,0.0,8.0
469,0.0,12.0,21.0,39.0,1.0,1.0,1.0,0.0,0.0,5.75
470,0.0,16.0,4.0,26.0,0.0,1.0,0.0,1.0,0.0,15.73
471,0.0,15.0,13.0,34.0,0.0,1.0,0.0,0.0,0.0,9.86
472,1.0,18.0,14.0,38.0,0.0,1.0,0.0,0.0,0.0,13.51
473,0.0,16.0,10.0,32.0,1.0,1.0,0.0,0.0,0.0,5.4
474,0.0,18.0,14.0,38.0,0.0,1.0,1.0,0.0,0.0,6.25
475,0.0,16.0,29.0,51.0,0.0,1.0,1.0,0.0,0.0,5.5
476,0.0,12.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,5.0
477,0.0,18.0,27.0,51.0,0.0,1.0,0.0,0.0,0.0,6.25
478,0.0,12.0,3.0,21.0,0.0,1.0,0.0,0.0,0.0,5.75
479,1.0,16.0,14.0,36.0,0.0,1.0,1.0,0.0,0.0,20.5
480,0.0,14.0,0.0,20.0,0.0,1.0,0.0,0.0,1.0,5.0
481,0.0,18.0,33.0,57.0,0.0,1.0,0.0,0.0,0.0,7.0
482,0.0,16.0,38.0,60.0,0.0,1.0,1.0,0.0,0.0,18.0
483,1.0,18.0,18.0,42.0,1.0,1.0,0.0,0.0,0.0,12.0
484,0.0,17.0,3.0,26.0,0.0,0.0,0.0,1.0,0.0,20.4
485,0.0,18.0,40.0,64.0,1.0,0.0,0.0,0.0,0.0,22.2
486,0.0,14.0,19.0,39.0,0.0,0.0,0.0,1.0,0.0,16.42
487,0.0,14.0,4.0,24.0,1.0,0.0,0.0,0.0,0.0,8.63
488,0.0,16.0,11.0,33.0,1.0,1.0,0.0,0.0,0.0,19.38
489,0.0,16.0,16.0,38.0,1.0,1.0,0.0,0.0,0.0,14.0
490,0.0,14.0,22.0,42.0,0.0,1.0,0.0,0.0,0.0,10.0
491,1.0,17.0,13.0,36.0,1.0,0.0,0.0,0.0,0.0,15.95
492,1.0,16.0,28.0,50.0,1.0,1.0,1.0,0.0,0.0,20.0
493,0.0,16.0,10.0,32.0,1.0,1.0,0.0,0.0,0.0,10.0
494,0.0,16.0,5.0,27.0,1.0,0.0,1.0,0.0,0.0,24.98
495,0.0,15.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,11.25
496,0.0,18.0,37.0,61.0,1.0,0.0,0.0,1.0,0.0,22.83
497,1.0,17.0,26.0,49.0,1.0,1.0,0.0,0.0,0.0,10.2
498,0.0,16.0,4.0,26.0,1.0,1.0,1.0,0.0,0.0,10.0
499,1.0,18.0,31.0,55.0,1.0,0.0,0.0,0.0,0.0,14.0
500,1.0,17.0,13.0,36.0,1.0,1.0,0.0,0.0,0.0,12.5
501,0.0,12.0,42.0,60.0,1.0,1.0,0.0,0.0,0.0,5.79
502,0.0,17.0,18.0,41.0,0.0,1.0,0.0,0.0,0.0,24.98
503,0.0,12.0,3.0,21.0,1.0,1.0,0.0,0.0,0.0,4.35
504,0.0,17.0,10.0,33.0,1.0,0.0,0.0,0.0,0.0,11.25
505,1.0,16.0,10.0,32.0,1.0,0.0,0.0,0.0,0.0,6.67
506,0.0,16.0,17.0,39.0,1.0,1.0,0.0,0.0,0.0,8.0
507,0.0,18.0,7.0,31.0,0.0,1.0,0.0,0.0,0.0,18.16
508,0.0,16.0,14.0,36.0,1.0,1.0,0.0,0.0,0.0,12.0
509,1.0,16.0,22.0,44.0,1.0,1.0,0.0,0.0,0.0,8.89
510,0.0,17.0,14.0,37.0,1.0,1.0,0.0,0.0,0.0,9.5
511,0.0,16.0,11.0,33.0,0.0,1.0,0.0,0.0,0.0,13.65
512,1.0,18.0,23.0,47.0,0.0,1.0,0.0,0.0,0.0,12.0
513,1.0,12.0,39.0,57.0,0.0,1.0,0.0,0.0,0.0,15.0
514,0.0,16.0,15.0,37.0,0.0,1.0,0.0,0.0,0.0,12.67
515,0.0,14.0,15.0,35.0,1.0,0.0,0.0,0.0,0.0,7.38
516,0.0,16.0,10.0,32.0,0.0,0.0,0.0,0.0,0.0,15.56
517,0.0,12.0,25.0,43.0,1.0,0.0,1.0,0.0,0.0,7.45
518,0.0,14.0,12.0,32.0,1.0,1.0,0.0,0.0,0.0,6.25
519,0.0,16.0,7.0,29.0,1.0,1.0,1.0,0.0,0.0,6.25
520,1.0,17.0,7.0,30.0,0.0,1.0,0.0,0.0,0.0,9.37
521,0.0,16.0,17.0,39.0,0.0,1.0,0.0,1.0,0.0,22.5
522,1.0,16.0,10.0,32.0,0.0,1.0,0.0,0.0,0.0,7.5
523,0.0,17.0,2.0,25.0,0.0,1.0,1.0,0.0,0.0,7.0
524,1.0,9.0,34.0,49.0,1.0,1.0,1.0,0.0,0.0,5.75
525,0.0,15.0,11.0,32.0,1.0,1.0,0.0,0.0,0.0,7.67
526,0.0,15.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,12.5
527,0.0,12.0,12.0,30.0,0.0,1.0,1.0,0.0,0.0,16.0
528,1.0,16.0,6.0,28.0,1.0,0.0,0.0,0.0,0.0,11.79
529,0.0,18.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,11.36
530,0.0,12.0,33.0,51.0,1.0,1.0,0.0,0.0,0.0,6.1
531,1.0,17.0,25.0,48.0,1.0,1.0,0.0,0.0,0.0,23.25
532,1.0,12.0,13.0,31.0,0.0,1.0,1.0,0.0,0.0,19.88
533,0.0,16.0,33.0,55.0,0.0,1.0,0.0,1.0,0.0,15.38
